device_id,device_name,manufacturer,device_age_years,usage_hours_per_week,maintenance_frequency_per_year,last_maintenance_gap_days,error_logs_past_month,environment,criticality_level,spare_parts_availability,failures_past_year,manufacturer_support_rating,failure_within_year
772,Ventilator,Canon Medical,5,77,4,112,7,Operating Room,Medium,Good,0,2,1
773,Ventilator,Medtronic,6,81,6,35,0,Ward,High,Moderate,0,4,0
774,Ventilator,GE Healthcare,6,58,6,142,5,Ward,Medium,Poor,0,3,0
775,Ultrasound,Mindray,8,26,2,265,6,ICU,High,Good,0,2,0
776,CT Scanner,Medtronic,8,70,2,161,0,Ward,Medium,Good,0,4,0
777,Infusion Pump,Fujifilm,7,70,4,98,0,ICU,High,Good,0,2,1
778,Infusion Pump,GE Healthcare,8,54,0,411,10,Ward,Medium,Poor,0,5,1
779,Patient Monitor,Mindray,1,106,2,253,7,ICU,Medium,Poor,0,1,1
780,Ultrasound,Mindray,10,20,4,72,13,Diagnostic Center,Medium,Moderate,2,1,0
781,Patient Monitor,GE Healthcare,5,5,1,380,3,ICU,Medium,Poor,0,5,1
782,X-Ray,Philips,10,41,1,383,0,Diagnostic Center,Medium,Moderate,0,2,1
783,MRI Scanner,Mindray,2,77,4,178,2,Diagnostic Center,High,Poor,1,2,1
784,Infusion Pump,Canon Medical,5,33,6,120,8,Lab,Medium,Good,1,3,0
785,Infusion Pump,Philips,9,35,6,101,0,Diagnostic Center,Medium,Moderate,1,2,0
786,CT Scanner,Fujifilm,3,83,4,123,2,ICU,Medium,Good,0,2,0
787,Infusion Pump,GE Healthcare,5,71,4,129,7,Operating Room,High,Good,0,4,0
788,Infusion Pump,Canon Medical,3,69,2,251,5,Diagnostic Center,High,Good,1,2,1
789,Patient Monitor,Medtronic,5,79,1,436,2,ICU,Low,Moderate,0,2,1
790,Patient Monitor,Medtronic,5,49,1,377,0,Operating Room,Medium,Poor,0,4,0
791,Infusion Pump,Siemens,6,50,6,123,2,Ward,High,Moderate,2,5,0
792,Infusion Pump,Canon Medical,8,80,4,120,0,Ward,High,Good,0,3,0
793,Patient Monitor,Medtronic,3,26,6,130,7,Diagnostic Center,High,Poor,0,3,0
794,Patient Monitor,Canon Medical,9,6,6,58,1,Ward,High,Good,1,4,0
795,ECG,Medtronic,8,49,1,420,16,ICU,Medium,Poor,0,4,1
796,Infusion Pump,Siemens,6,83,4,138,0,Diagnostic Center,High,Poor,0,4,0
797,Ventilator,Mindray,5,66,2,225,0,ICU,Low,Moderate,0,2,0
798,ECG,Philips,7,81,2,162,8,Diagnostic Center,Low,Good,0,3,0
799,CT Scanner,Fujifilm,8,9,4,95,10,Diagnostic Center,Medium,Moderate,0,4,0
800,X-Ray,GE Healthcare,5,67,12,22,7,Diagnostic Center,Low,Poor,0,5,0
801,Ultrasound,Philips,4,76,6,101,0,Operating Room,Medium,Moderate,0,2,0
802,Ultrasound,Siemens,8,26,12,20,0,Lab,Medium,Good,1,4,0
803,Ultrasound,Canon Medical,2,81,0,371,0,Operating Room,High,Poor,0,2,0
804,ECG,Siemens,7,57,1,362,4,Ward,High,Moderate,0,4,1
805,Infusion Pump,Mindray,8,136,1,450,15,Ward,High,Good,0,3,0
806,X-Ray,Mindray,9,5,2,246,3,Ward,High,Poor,0,2,0
807,Infusion Pump,Siemens,7,94,2,209,8,Lab,Medium,Poor,0,4,1
808,Patient Monitor,GE Healthcare,6,50,4,113,6,Operating Room,High,Good,1,5,0
809,Ultrasound,Mindray,5,19,4,88,0,Operating Room,High,Good,0,3,0
810,X-Ray,Philips,6,46,12,41,0,Operating Room,Low,Moderate,0,3,0
811,X-Ray,Philips,6,66,12,90,12,Lab,Medium,Good,1,3,0
812,Patient Monitor,Siemens,8,85,1,438,9,Lab,Medium,Good,1,4,1
813,Ultrasound,Philips,5,103,6,114,0,ICU,High,Poor,0,3,1
814,Patient Monitor,Siemens,6,95,4,133,5,Ward,Low,Poor,0,4,0
815,Ultrasound,Medtronic,2,35,4,153,3,Ward,High,Good,0,4,0
816,Ventilator,Canon Medical,3,88,6,90,12,Ward,Medium,Moderate,0,3,0
817,CT Scanner,Mindray,6,69,1,413,8,ICU,Medium,Good,0,3,0
818,MRI Scanner,Siemens,7,43,6,62,5,Lab,Medium,Good,0,3,0
819,X-Ray,Canon Medical,6,54,4,115,3,ICU,Low,Good,1,2,1
820,MRI Scanner,Siemens,9,42,6,66,0,Ward,High,Good,0,4,0
821,Ultrasound,Fujifilm,5,60,12,46,7,Lab,Low,Moderate,0,2,0
822,X-Ray,Canon Medical,6,41,4,96,1,ICU,Medium,Poor,0,4,0
823,ECG,GE Healthcare,6,34,1,449,0,Operating Room,Medium,Moderate,0,3,1
824,ECG,Siemens,8,71,1,362,0,Diagnostic Center,Low,Moderate,0,3,1
825,Infusion Pump,GE Healthcare,6,75,2,161,0,Operating Room,Medium,Good,0,5,0
826,Patient Monitor,GE Healthcare,8,55,1,357,12,Lab,Medium,Moderate,0,4,1
827,X-Ray,Canon Medical,3,94,6,121,18,Lab,High,Good,0,4,0
828,Ventilator,Philips,5,53,2,249,12,ICU,Low,Good,0,4,1
829,Ultrasound,Fujifilm,6,52,12,4,4,Operating Room,Medium,Good,1,3,0
830,Ultrasound,GE Healthcare,5,76,6,111,1,Ward,Low,Good,0,5,0
831,X-Ray,Mindray,12,56,1,453,3,ICU,Low,Moderate,0,2,1
832,ECG,Siemens,10,62,4,66,0,ICU,High,Good,0,5,0
833,ECG,Siemens,6,5,4,102,17,Operating Room,Medium,Poor,0,3,0
834,CT Scanner,Fujifilm,4,60,4,107,0,Lab,Low,Poor,0,3,0
835,MRI Scanner,Mindray,7,14,4,147,0,Diagnostic Center,Medium,Good,0,2,1
836,X-Ray,Medtronic,5,29,0,362,2,Ward,Medium,Moderate,1,2,1
837,Patient Monitor,Medtronic,9,26,4,165,1,Ward,High,Moderate,0,2,1
838,Ventilator,Fujifilm,5,33,4,73,6,Operating Room,Medium,Poor,0,3,0
839,MRI Scanner,Medtronic,8,46,6,143,0,Lab,Medium,Good,0,2,1
840,Patient Monitor,GE Healthcare,4,47,6,54,0,Ward,Medium,Moderate,1,5,0
841,Patient Monitor,GE Healthcare,7,76,2,158,1,Ward,Medium,Good,0,5,0
842,Ultrasound,Medtronic,11,65,0,400,3,Ward,High,Moderate,0,4,1
843,Ventilator,Medtronic,3,12,6,109,0,Ward,Medium,Good,0,2,0
844,X-Ray,Mindray,6,62,12,57,0,Lab,Low,Good,0,1,0
845,ECG,GE Healthcare,6,67,2,217,0,Ward,Medium,Good,0,3,1
846,Ultrasound,Fujifilm,4,51,2,187,0,ICU,Low,Good,0,3,0
847,Patient Monitor,Canon Medical,7,58,1,336,15,ICU,Medium,Good,0,4,1
848,Ultrasound,Medtronic,8,64,2,264,15,Diagnostic Center,Low,Moderate,0,3,1
849,X-Ray,GE Healthcare,9,79,2,189,14,ICU,Medium,Moderate,0,4,0
850,Infusion Pump,Fujifilm,7,20,2,225,0,ICU,Low,Moderate,1,3,1
851,Ultrasound,Canon Medical,6,53,4,74,5,Lab,Medium,Good,0,4,0
852,Ultrasound,Canon Medical,7,97,2,178,0,Operating Room,High,Good,0,4,1
853,MRI Scanner,Fujifilm,6,95,1,349,0,Operating Room,Low,Poor,0,4,1
854,ECG,Fujifilm,5,81,2,236,0,Ward,Medium,Good,0,2,0
855,Ventilator,Siemens,6,73,6,41,22,Diagnostic Center,High,Poor,0,5,1
856,X-Ray,Fujifilm,7,101,4,175,1,ICU,High,Poor,1,2,1
857,Infusion Pump,Mindray,4,107,12,42,0,Ward,Medium,Good,0,1,0
858,X-Ray,GE Healthcare,1,56,4,157,3,Operating Room,Medium,Poor,0,3,0
859,Patient Monitor,Siemens,6,35,2,208,8,ICU,Medium,Moderate,0,5,0
860,X-Ray,Philips,10,53,1,438,4,Ward,Medium,Moderate,0,4,1
861,X-Ray,Canon Medical,8,137,4,146,5,Lab,High,Poor,1,4,1
862,X-Ray,Medtronic,4,20,4,162,10,Ward,Medium,Moderate,0,4,0
863,Infusion Pump,Siemens,3,48,4,168,0,Diagnostic Center,High,Moderate,0,4,0
864,Ventilator,Mindray,1,24,6,145,3,Operating Room,Medium,Moderate,0,3,0
865,ECG,Mindray,5,63,6,77,0,Lab,Low,Poor,0,3,0
866,Ventilator,Medtronic,6,29,0,395,0,Diagnostic Center,Low,Moderate,0,4,1
867,X-Ray,Fujifilm,5,57,6,111,16,Operating Room,High,Good,0,4,0
868,X-Ray,Mindray,8,11,4,104,1,Lab,Medium,Good,0,3,0
869,CT Scanner,Siemens,5,75,2,203,0,Operating Room,Medium,Poor,0,4,1
870,Ventilator,Mindray,5,90,4,122,1,Operating Room,High,Good,0,2,0
871,Ventilator,Fujifilm,5,50,4,62,0,Operating Room,Low,Moderate,0,2,0
872,Ultrasound,GE Healthcare,6,56,1,427,3,ICU,Medium,Good,0,3,1
873,ECG,Fujifilm,6,55,2,222,0,Diagnostic Center,Medium,Good,0,4,0
874,ECG,GE Healthcare,9,64,2,182,7,Ward,Medium,Good,0,3,1
875,Ventilator,Canon Medical,8,59,2,256,19,Ward,High,Good,0,3,1
876,Ultrasound,Mindray,6,79,1,416,3,ICU,High,Moderate,0,3,0
877,ECG,Mindray,3,90,1,407,0,Operating Room,High,Poor,0,1,1
878,CT Scanner,Mindray,7,39,1,406,5,Diagnostic Center,Medium,Moderate,1,1,0
879,Patient Monitor,Canon Medical,5,52,2,184,14,Diagnostic Center,High,Moderate,0,3,1
880,CT Scanner,Medtronic,6,82,6,34,6,Operating Room,Low,Moderate,1,4,0
881,Infusion Pump,Medtronic,7,24,2,263,2,Operating Room,Medium,Poor,0,2,1
882,Ultrasound,Canon Medical,3,10,2,229,0,Ward,Low,Moderate,0,3,0
883,Ventilator,Medtronic,11,65,2,209,3,ICU,Low,Good,0,4,0
884,CT Scanner,Mindray,1,72,6,106,8,Ward,Medium,Moderate,0,2,0
885,Infusion Pump,Siemens,7,41,1,345,11,Ward,High,Poor,0,5,0
886,Ultrasound,Canon Medical,3,45,1,418,14,Diagnostic Center,Medium,Moderate,0,4,1
887,X-Ray,GE Healthcare,7,40,2,174,0,Ward,High,Poor,0,5,1
888,CT Scanner,Medtronic,9,38,12,44,0,Operating Room,High,Good,0,3,1
889,MRI Scanner,Siemens,2,77,4,87,0,Diagnostic Center,Medium,Poor,0,5,0
890,MRI Scanner,Canon Medical,6,30,1,413,10,Ward,Medium,Good,0,2,1
891,Ultrasound,Siemens,5,53,2,245,1,Ward,High,Good,0,5,1
892,CT Scanner,GE Healthcare,3,37,1,390,8,Ward,Medium,Moderate,0,5,0
893,MRI Scanner,Canon Medical,6,23,1,393,1,Ward,High,Good,1,3,1
894,Infusion Pump,Philips,4,81,6,109,0,Lab,Medium,Moderate,0,4,0
895,Patient Monitor,Philips,6,47,4,169,11,Ward,Low,Poor,0,2,0
896,Infusion Pump,Siemens,7,64,4,100,4,Lab,Medium,Poor,0,3,1
897,CT Scanner,Fujifilm,7,22,2,169,8,Diagnostic Center,Low,Moderate,0,4,0
898,Ultrasound,GE Healthcare,3,41,4,111,0,Ward,Medium,Moderate,0,4,0
899,Ventilator,Fujifilm,6,78,2,212,9,ICU,High,Poor,0,2,1
900,Ventilator,Mindray,5,124,2,262,0,Operating Room,Medium,Moderate,0,2,1
901,CT Scanner,GE Healthcare,8,10,4,166,0,Ward,High,Poor,0,5,0
902,CT Scanner,Canon Medical,11,54,1,357,12,Ward,Medium,Poor,0,3,1
903,CT Scanner,Fujifilm,5,70,4,96,1,Operating Room,Medium,Good,0,4,0
904,CT Scanner,Medtronic,2,44,6,67,0,Ward,Low,Good,0,4,0
905,Ultrasound,GE Healthcare,7,81,1,406,0,Diagnostic Center,Medium,Moderate,0,4,0
906,Ventilator,Philips,8,38,6,85,8,Ward,Low,Poor,0,2,0
907,Ultrasound,Philips,5,63,1,373,19,Ward,Medium,Poor,0,4,1
908,Infusion Pump,Mindray,9,46,2,244,8,Diagnostic Center,High,Moderate,0,3,1
909,CT Scanner,Fujifilm,8,90,4,136,0,ICU,Medium,Good,1,4,0
910,CT Scanner,GE Healthcare,6,43,4,142,13,ICU,Low,Good,0,3,0
911,Ventilator,Siemens,7,51,1,448,7,Diagnostic Center,Medium,Poor,0,3,0
912,MRI Scanner,Siemens,7,83,6,112,0,ICU,Medium,Moderate,0,5,0
913,ECG,Fujifilm,5,34,12,99,11,ICU,Medium,Moderate,0,2,0
914,Ventilator,Canon Medical,4,61,1,431,3,Ward,Medium,Poor,1,3,1
915,X-Ray,Mindray,6,14,6,98,0,ICU,High,Poor,1,2,0
916,X-Ray,Philips,7,32,4,163,0,Operating Room,High,Moderate,1,3,1
917,X-Ray,Mindray,4,69,12,27,5,Ward,High,Moderate,0,2,0
918,ECG,Siemens,6,35,1,424,0,Operating Room,Medium,Moderate,1,5,1
919,ECG,Fujifilm,5,46,6,136,0,Ward,Low,Good,1,3,0
920,Ventilator,Philips,7,72,1,355,16,Diagnostic Center,Low,Moderate,1,2,0
921,Ultrasound,Mindray,8,45,6,91,26,Ward,High,Good,0,3,1
922,Infusion Pump,Siemens,3,80,4,83,0,Operating Room,Medium,Poor,0,3,0
923,Patient Monitor,Medtronic,6,65,2,172,0,Diagnostic Center,Medium,Poor,0,3,0
924,Infusion Pump,Philips,10,70,1,409,0,Ward,Medium,Poor,0,4,1
925,CT Scanner,GE Healthcare,5,91,6,135,0,ICU,Medium,Good,0,5,0
926,Ultrasound,Philips,5,67,4,180,0,ICU,High,Moderate,0,4,1
927,Infusion Pump,Canon Medical,7,98,2,254,0,Diagnostic Center,Low,Good,0,3,1
928,MRI Scanner,GE Healthcare,6,82,2,167,3,Lab,Low,Good,0,3,0
929,X-Ray,Siemens,8,46,6,91,0,Diagnostic Center,High,Moderate,0,5,0
930,X-Ray,Philips,3,92,2,248,0,Operating Room,Medium,Moderate,0,2,1
931,Ventilator,Philips,5,66,1,425,6,Ward,High,Good,0,3,1
932,ECG,Philips,9,50,12,64,0,ICU,High,Good,0,3,0
933,ECG,Philips,6,66,2,259,6,Diagnostic Center,Low,Moderate,0,2,1
934,MRI Scanner,GE Healthcare,11,87,2,231,1,Ward,Medium,Good,1,5,1
935,X-Ray,Siemens,5,71,2,156,1,Ward,High,Good,0,3,1
936,X-Ray,Mindray,7,105,6,75,8,Operating Room,Medium,Moderate,0,3,0
937,CT Scanner,GE Healthcare,5,87,2,215,0,ICU,Low,Moderate,0,5,0
938,Ventilator,Medtronic,4,73,4,142,8,Ward,Low,Moderate,0,2,1
939,Ventilator,Philips,1,34,6,70,0,Operating Room,High,Good,0,4,0
940,Patient Monitor,Fujifilm,10,55,0,432,0,ICU,Low,Good,0,4,1
941,Ultrasound,GE Healthcare,7,61,6,73,0,ICU,Low,Good,0,5,0
942,Ventilator,Mindray,2,77,2,240,0,Ward,Medium,Good,0,2,0
943,MRI Scanner,Canon Medical,6,75,4,166,0,Operating Room,Medium,Good,0,4,0
944,Ventilator,GE Healthcare,6,64,2,249,0,ICU,High,Poor,0,3,1
945,Ventilator,Siemens,7,63,4,75,0,ICU,High,Good,0,4,0
946,MRI Scanner,Philips,4,78,2,219,9,Diagnostic Center,Medium,Good,0,4,0
947,MRI Scanner,Siemens,6,38,0,385,4,ICU,Low,Good,0,4,1
948,X-Ray,Philips,4,102,12,53,0,ICU,Low,Moderate,1,2,0
949,X-Ray,Fujifilm,5,8,0,402,0,Ward,Medium,Good,2,3,1
950,Infusion Pump,Philips,5,96,6,118,2,ICU,Medium,Good,0,3,0
951,MRI Scanner,Philips,8,58,1,439,5,Operating Room,Medium,Good,0,4,1
952,X-Ray,Mindray,4,85,2,228,0,Diagnostic Center,Medium,Poor,0,1,0
953,Ultrasound,Mindray,5,69,6,71,5,Ward,High,Poor,0,1,1
954,MRI Scanner,GE Healthcare,8,68,2,197,0,Lab,High,Poor,0,4,0
955,Ultrasound,Medtronic,6,73,6,54,4,Diagnostic Center,High,Good,0,4,0
956,Ultrasound,Canon Medical,5,80,4,127,2,ICU,High,Good,0,3,1
957,CT Scanner,GE Healthcare,5,51,2,186,0,Ward,High,Moderate,0,4,1
958,Ventilator,Siemens,9,85,4,176,13,Operating Room,Medium,Good,0,4,1
959,MRI Scanner,GE Healthcare,8,32,2,263,3,Ward,High,Moderate,0,5,1
960,X-Ray,Philips,8,59,2,224,0,Lab,Medium,Moderate,0,3,0
961,Ultrasound,Siemens,4,80,6,107,7,Lab,Low,Moderate,1,5,0
962,Patient Monitor,Philips,9,84,2,173,0,Ward,Medium,Moderate,0,2,1
963,X-Ray,Canon Medical,4,71,2,263,0,ICU,Medium,Good,0,3,0
964,ECG,Mindray,7,50,6,38,6,ICU,High,Poor,1,1,0
965,X-Ray,Medtronic,4,82,6,53,11,Ward,Medium,Moderate,0,3,0
966,CT Scanner,Medtronic,4,43,4,83,3,ICU,Medium,Moderate,0,2,0
967,Patient Monitor,Mindray,10,103,4,121,9,Lab,Medium,Good,0,3,1
968,ECG,Mindray,8,57,4,97,0,Ward,Medium,Poor,1,2,1
969,MRI Scanner,Mindray,6,21,4,105,0,Operating Room,Medium,Poor,0,2,0
970,CT Scanner,GE Healthcare,6,30,2,166,0,Ward,Low,Moderate,0,5,0
971,CT Scanner,Siemens,5,61,12,56,10,Lab,High,Moderate,1,3,0
972,Infusion Pump,Canon Medical,5,63,1,434,8,Diagnostic Center,High,Poor,0,2,1
973,Ventilator,Philips,4,109,4,74,10,Diagnostic Center,Medium,Moderate,0,4,0
974,X-Ray,GE Healthcare,7,34,6,81,0,Ward,Medium,Poor,1,3,0
975,X-Ray,Siemens,3,60,4,180,0,ICU,High,Moderate,0,5,0
976,CT Scanner,Fujifilm,7,33,6,113,12,Ward,Low,Poor,0,2,1
977,Infusion Pump,Philips,7,47,2,254,3,Ward,Medium,Moderate,0,4,0
978,Infusion Pump,Philips,8,102,2,187,12,Diagnostic Center,Medium,Good,0,4,1
979,Ultrasound,GE Healthcare,11,31,6,56,1,Operating Room,Medium,Moderate,0,5,0
980,MRI Scanner,Mindray,6,74,2,168,20,Operating Room,Medium,Good,0,3,1
981,ECG,Philips,3,69,6,119,11,Lab,Low,Moderate,1,2,1
982,X-Ray,GE Healthcare,8,59,1,375,3,Operating Room,High,Moderate,0,4,1
983,X-Ray,Fujifilm,3,72,6,33,1,Operating Room,High,Moderate,0,2,0
984,Ultrasound,Mindray,10,30,4,63,2,ICU,High,Good,0,3,1
985,Ventilator,Mindray,6,101,2,170,0,ICU,Low,Good,0,2,0
986,Patient Monitor,Fujifilm,7,108,4,101,0,Lab,Medium,Good,1,3,0
987,X-Ray,Philips,3,61,4,100,0,Diagnostic Center,Low,Poor,0,2,0
988,Ultrasound,Mindray,4,120,0,392,7,Ward,Low,Poor,0,3,0
989,Infusion Pump,Siemens,6,50,4,99,0,Ward,Medium,Poor,0,5,0
990,X-Ray,Medtronic,6,70,4,67,0,Ward,High,Good,0,4,0
991,CT Scanner,GE Healthcare,6,95,2,187,0,Ward,Medium,Good,0,5,0
992,ECG,GE Healthcare,6,48,6,112,2,ICU,High,Poor,1,5,0
993,Ventilator,Philips,7,25,2,227,14,Lab,Low,Good,0,3,1
994,X-Ray,GE Healthcare,7,19,2,171,11,Ward,High,Moderate,0,3,0
995,MRI Scanner,Philips,3,111,4,162,0,Ward,Medium,Poor,0,2,0
996,Ultrasound,Canon Medical,3,46,4,136,1,ICU,High,Moderate,1,2,0
997,ECG,Medtronic,3,55,12,28,0,Operating Room,High,Moderate,0,3,0
998,X-Ray,GE Healthcare,7,32,1,428,0,ICU,High,Good,0,4,0
999,Infusion Pump,Siemens,6,83,2,235,20,Ward,Medium,Poor,0,3,1
1000,Ultrasound,Medtronic,4,40,1,402,0,Ward,High,Good,0,3,0
1001,Patient Monitor,Medtronic,6,47,6,95,0,Ward,Medium,Good,0,3,0
1002,Ultrasound,GE Healthcare,9,67,2,198,17,ICU,Medium,Moderate,0,3,1
1003,X-Ray,Canon Medical,5,33,6,123,9,Diagnostic Center,Low,Good,0,3,0
1004,Patient Monitor,Mindray,3,55,2,174,0,Ward,Low,Moderate,0,3,0
1005,Ventilator,GE Healthcare,11,95,6,35,8,Operating Room,Medium,Moderate,0,3,1
1006,Ventilator,Philips,6,70,4,78,0,Operating Room,Medium,Good,0,2,0
1007,Patient Monitor,Siemens,6,63,12,52,0,Operating Room,Medium,Good,0,3,0
1008,Patient Monitor,Fujifilm,8,65,1,356,0,Operating Room,Medium,Good,0,2,1
1009,Infusion Pump,Siemens,3,50,4,161,0,Diagnostic Center,Medium,Good,0,4,0
1010,MRI Scanner,Siemens,7,109,6,97,0,Diagnostic Center,High,Good,0,3,1
1011,MRI Scanner,Fujifilm,6,39,4,167,0,Ward,Medium,Poor,0,4,0
1012,CT Scanner,Philips,5,65,0,409,8,Operating Room,High,Good,0,3,1
1013,MRI Scanner,Canon Medical,5,62,12,104,3,ICU,Medium,Good,0,3,0
1014,MRI Scanner,GE Healthcare,8,85,2,186,12,ICU,Medium,Good,0,3,0
1015,Ventilator,Fujifilm,7,87,2,226,0,Ward,Low,Moderate,1,3,1
1016,MRI Scanner,Mindray,8,59,4,158,17,Diagnostic Center,High,Poor,1,2,1
1017,MRI Scanner,Medtronic,3,67,4,69,15,Operating Room,Medium,Poor,0,3,0
1018,Infusion Pump,GE Healthcare,7,68,6,60,2,Operating Room,Low,Moderate,1,3,0
1019,MRI Scanner,GE Healthcare,8,5,2,271,0,ICU,High,Good,0,5,0
1020,ECG,Canon Medical,4,20,2,257,0,Ward,Low,Good,0,2,1
1021,Ultrasound,Siemens,4,44,4,156,3,Ward,Low,Good,0,5,0
1022,Ultrasound,Medtronic,8,45,2,194,18,Lab,Medium,Poor,0,3,1
1023,X-Ray,Medtronic,4,30,12,98,0,ICU,Medium,Moderate,0,4,0
1024,CT Scanner,Mindray,6,78,6,142,0,Ward,Low,Good,0,1,0
1025,Ultrasound,Siemens,2,60,4,135,17,Diagnostic Center,Medium,Poor,0,3,1
1026,Infusion Pump,Canon Medical,4,54,0,351,0,Diagnostic Center,High,Poor,0,2,1
1027,Ultrasound,Mindray,4,28,12,50,12,Diagnostic Center,Low,Poor,0,2,0
1028,ECG,Canon Medical,6,58,1,434,9,Ward,High,Good,1,4,1
1029,X-Ray,Mindray,8,5,2,217,1,Diagnostic Center,High,Good,0,1,1
1030,CT Scanner,GE Healthcare,6,55,1,358,12,Diagnostic Center,Low,Good,0,3,1
1031,MRI Scanner,Mindray,7,61,1,444,0,Diagnostic Center,High,Moderate,0,1,1
1032,Infusion Pump,Fujifilm,9,66,6,44,0,Diagnostic Center,Medium,Moderate,0,3,0
1033,X-Ray,Philips,10,20,4,88,0,Diagnostic Center,Medium,Poor,1,2,0
1034,ECG,Philips,6,65,12,2,0,ICU,Medium,Good,0,3,0
1035,Infusion Pump,GE Healthcare,8,33,2,180,7,ICU,High,Moderate,2,4,1
1036,Ventilator,Medtronic,8,39,4,112,6,Operating Room,Medium,Poor,0,2,1
1037,Ventilator,Canon Medical,8,77,12,53,0,Operating Room,High,Good,0,3,0
1038,X-Ray,GE Healthcare,6,110,6,87,0,Ward,High,Good,0,4,0
1039,CT Scanner,Mindray,6,61,6,74,0,Operating Room,High,Moderate,0,1,1
1040,X-Ray,Mindray,4,39,1,452,9,ICU,High,Moderate,0,1,0
1041,Infusion Pump,Fujifilm,10,64,6,106,0,ICU,Low,Poor,0,4,1
1042,X-Ray,Canon Medical,3,83,2,201,8,Ward,Medium,Poor,0,2,1
1043,Ultrasound,Philips,4,75,4,82,0,ICU,Medium,Poor,0,4,0
1044,X-Ray,Mindray,8,128,4,112,5,Lab,Medium,Moderate,1,3,0
1045,Ventilator,Philips,7,42,4,113,11,Diagnostic Center,Low,Good,0,4,0
1046,Infusion Pump,Medtronic,4,66,6,60,0,Operating Room,Medium,Poor,0,2,0
1047,Infusion Pump,Medtronic,5,98,4,131,4,Operating Room,Medium,Poor,1,4,0
1048,MRI Scanner,Philips,4,97,1,453,3,ICU,High,Good,0,4,0
1049,Ultrasound,GE Healthcare,4,11,4,172,0,Ward,Medium,Good,0,5,0
1050,Infusion Pump,GE Healthcare,7,59,4,108,0,Diagnostic Center,High,Moderate,2,3,0
1051,MRI Scanner,Philips,5,97,2,269,0,Operating Room,Medium,Poor,0,2,1
1052,Ventilator,Canon Medical,5,132,2,241,0,ICU,High,Good,0,2,1
1053,Patient Monitor,Mindray,6,77,1,365,3,Diagnostic Center,Medium,Moderate,0,1,1
1054,Infusion Pump,Philips,6,50,2,253,0,Diagnostic Center,High,Poor,1,3,0
1055,X-Ray,Siemens,5,34,12,101,5,Ward,Medium,Poor,0,3,0
1056,MRI Scanner,Philips,3,115,2,155,9,ICU,Medium,Moderate,0,4,0
1057,Patient Monitor,Siemens,6,78,4,95,0,Ward,High,Poor,0,3,1
1058,Infusion Pump,GE Healthcare,5,38,6,126,0,ICU,High,Good,0,4,0
1059,X-Ray,GE Healthcare,5,54,0,401,0,Diagnostic Center,High,Good,0,4,1
1060,X-Ray,Siemens,8,67,12,63,0,Diagnostic Center,Medium,Good,0,4,0
1061,Ultrasound,GE Healthcare,5,73,2,234,0,Operating Room,Medium,Good,1,3,1
1062,CT Scanner,Siemens,9,37,6,38,0,Lab,Medium,Good,0,4,0
1063,Ultrasound,Mindray,9,44,0,380,0,Operating Room,Medium,Good,0,2,1
1064,Ultrasound,Siemens,3,18,1,417,7,Ward,Medium,Moderate,0,4,1
1065,Infusion Pump,GE Healthcare,5,85,2,207,6,Operating Room,Medium,Moderate,0,3,0
1066,Ventilator,Fujifilm,7,51,2,207,0,Diagnostic Center,High,Moderate,1,3,0
1067,Infusion Pump,Medtronic,4,71,6,112,0,Diagnostic Center,Medium,Good,0,3,0
1068,X-Ray,GE Healthcare,4,95,0,360,6,ICU,High,Good,0,5,0
1069,Ultrasound,GE Healthcare,5,65,4,120,0,Ward,Medium,Good,0,5,0
1070,Ultrasound,Medtronic,8,57,1,411,12,Ward,Medium,Good,0,4,1
1071,MRI Scanner,Canon Medical,4,64,6,115,0,Lab,Medium,Good,0,3,0
1072,Ultrasound,GE Healthcare,6,61,6,141,0,Ward,High,Good,0,5,0
1073,MRI Scanner,Siemens,6,91,4,132,7,Ward,High,Moderate,0,3,1
1074,Infusion Pump,Fujifilm,3,67,2,239,0,Lab,High,Good,0,4,1
1075,X-Ray,Canon Medical,3,46,4,150,0,Ward,Medium,Good,0,2,0
1076,Infusion Pump,Philips,6,86,1,382,0,Ward,Medium,Good,0,4,1
1077,Infusion Pump,Siemens,7,90,1,392,2,Diagnostic Center,High,Poor,0,5,0
1078,Infusion Pump,GE Healthcare,6,26,4,165,7,ICU,Medium,Good,0,5,0
1079,CT Scanner,Philips,7,98,12,104,0,ICU,Medium,Good,0,2,0
1080,Patient Monitor,Fujifilm,5,69,6,92,12,ICU,Medium,Good,0,2,0
1081,MRI Scanner,GE Healthcare,6,67,4,180,0,ICU,Medium,Poor,0,5,0
1082,Infusion Pump,Fujifilm,7,85,4,179,0,Ward,Medium,Moderate,0,2,1
1083,Infusion Pump,Siemens,4,45,12,57,8,Operating Room,Low,Good,0,5,0
1084,X-Ray,Philips,5,83,4,63,9,Ward,High,Moderate,0,3,0
1085,Patient Monitor,GE Healthcare,8,50,2,158,0,ICU,High,Moderate,0,4,0
1086,CT Scanner,Canon Medical,6,23,12,51,22,ICU,Medium,Good,1,3,0
1087,MRI Scanner,Canon Medical,9,35,2,265,0,Ward,Medium,Good,0,2,1
1088,Ventilator,Medtronic,2,74,1,396,6,Operating Room,Low,Poor,1,3,0
1089,CT Scanner,Canon Medical,8,36,4,180,0,Ward,High,Moderate,0,4,1
1090,Infusion Pump,Philips,5,100,1,336,21,ICU,High,Moderate,0,4,0
