device_id,device_name,manufacturer,device_age_years,usage_hours_per_week,maintenance_frequency_per_year,last_maintenance_gap_days,error_logs_past_month,environment,criticality_level,spare_parts_availability,failures_past_year,manufacturer_support_rating,failure_within_year
717,Ventilator,Medtronic,5,42,4,91,9,ICU,High,Poor,0,2,1
718,CT Scanner,Mindray,4,80,4,84,8,ICU,High,Good,0,3,0
719,Infusion Pump,Canon Medical,12,44,6,75,10,Lab,Medium,Moderate,0,2,1
720,MRI Scanner,Philips,13,41,2,210,10,Ward,Medium,Poor,0,4,1
721,MRI Scanner,Siemens,5,56,4,104,12,Ward,Medium,Good,0,3,0
722,CT Scanner,Philips,11,53,4,108,10,Diagnostic Center,High,Moderate,0,2,1
723,Patient Monitor,Canon Medical,9,57,4,100,14,Ward,High,Moderate,0,3,1
724,CT Scanner,Mindray,6,72,4,110,9,Ward,Low,Poor,0,1,1
725,Ventilator,Mindray,6,56,2,215,12,Diagnostic Center,High,Moderate,0,2,1
726,X-Ray,Philips,3,60,4,117,5,Lab,High,Poor,0,3,0
727,ECG,Fujifilm,8,57,12,41,7,Lab,High,Moderate,0,3,0
728,X-Ray,Canon Medical,6,60,6,75,3,Ward,High,Moderate,0,3,0
729,Ultrasound,Philips,9,98,6,72,10,Ward,High,Good,0,4,0
730,CT Scanner,Medtronic,5,64,4,122,15,Diagnostic Center,Low,Moderate,0,4,0
731,Ultrasound,GE Healthcare,8,79,6,94,6,Operating Room,High,Good,0,3,0
732,MRI Scanner,Mindray,4,94,0,387,20,Diagnostic Center,Medium,Moderate,1,1,1
733,Patient Monitor,Mindray,1,53,4,88,4,Operating Room,Low,Good,0,2,0
734,Ultrasound,Siemens,5,78,4,117,7,Lab,High,Moderate,0,3,0
735,Patient Monitor,Siemens,8,80,4,105,11,Lab,High,Moderate,0,5,1
736,Infusion Pump,Siemens,6,66,6,94,9,Diagnostic Center,High,Moderate,0,5,0
737,ECG,Canon Medical,3,63,6,93,0,ICU,High,Moderate,0,3,0
738,Ultrasound,Mindray,4,92,4,119,10,Operating Room,High,Good,0,3,1
739,Infusion Pump,Siemens,9,67,6,77,4,ICU,High,Moderate,0,3,0
740,Infusion Pump,Siemens,3,48,4,123,9,Diagnostic Center,Medium,Poor,0,4,0
741,Patient Monitor,Fujifilm,5,86,4,87,7,Diagnostic Center,Medium,Poor,0,2,0
742,Ventilator,Medtronic,2,81,12,48,8,Diagnostic Center,Medium,Moderate,0,2,0
743,Infusion Pump,Philips,4,70,1,358,19,Ward,Medium,Moderate,0,4,1
744,Ultrasound,GE Healthcare,4,68,6,71,10,Ward,Medium,Poor,0,4,0
745,CT Scanner,GE Healthcare,4,61,12,22,7,Diagnostic Center,Low,Moderate,0,5,0
746,Ventilator,Medtronic,8,63,4,114,13,Diagnostic Center,High,Good,0,3,1
747,Ultrasound,Medtronic,10,42,1,367,22,Ward,Medium,Good,0,4,1
748,Infusion Pump,GE Healthcare,5,51,4,118,5,Operating Room,Low,Poor,0,5,0
749,Infusion Pump,Mindray,5,36,2,221,14,ICU,High,Good,0,3,1
750,CT Scanner,Siemens,8,80,6,98,13,ICU,High,Good,0,3,1
751,Ventilator,Medtronic,7,54,4,89,6,ICU,Medium,Moderate,0,4,0
752,Ultrasound,Medtronic,3,62,0,368,12,Ward,High,Moderate,0,4,1
753,CT Scanner,Medtronic,3,54,0,372,18,Operating Room,Medium,Poor,0,3,1
754,Ultrasound,Canon Medical,5,41,6,69,4,ICU,Medium,Moderate,0,3,0
755,Patient Monitor,Philips,13,74,2,173,19,ICU,Medium,Moderate,0,2,1
756,Infusion Pump,Canon Medical,7,53,2,203,11,ICU,High,Good,0,2,1
757,X-Ray,GE Healthcare,7,42,1,402,21,Ward,Medium,Moderate,0,5,1
758,MRI Scanner,GE Healthcare,10,101,6,62,13,Ward,Low,Poor,0,4,1
759,Ventilator,Mindray,9,56,4,89,12,Operating Room,Medium,Good,0,3,0
760,CT Scanner,Canon Medical,5,18,2,204,10,Diagnostic Center,Medium,Good,0,3,0
761,CT Scanner,Siemens,5,55,1,393,15,Ward,Medium,Moderate,0,3,1
762,X-Ray,Mindray,3,24,6,89,5,ICU,High,Poor,0,3,0
763,X-Ray,GE Healthcare,12,33,4,104,13,ICU,Medium,Good,0,5,1
764,Ventilator,Canon Medical,9,54,4,118,13,ICU,High,Moderate,0,3,1
765,Ultrasound,Medtronic,4,29,2,172,10,ICU,Low,Poor,0,2,1
766,Patient Monitor,Fujifilm,7,45,12,61,10,Diagnostic Center,High,Moderate,1,4,0
767,Ultrasound,Mindray,7,53,12,51,9,Diagnostic Center,Medium,Good,0,2,0
768,X-Ray,Siemens,4,67,2,189,13,Lab,Medium,Moderate,0,3,1
769,Patient Monitor,Canon Medical,4,40,6,57,10,Ward,High,Poor,0,3,0
770,CT Scanner,Siemens,8,45,2,204,13,ICU,Low,Moderate,0,3,0
771,X-Ray,Medtronic,4,43,2,176,8,ICU,Medium,Poor,0,2,1
772,Ventilator,Mindray,5,64,2,193,12,Lab,Medium,Poor,0,2,1
773,Infusion Pump,Canon Medical,10,59,2,219,14,ICU,Low,Good,0,2,1
774,Infusion Pump,Medtronic,5,71,6,96,9,Ward,Medium,Moderate,1,2,1
775,ECG,Mindray,6,68,2,215,14,Ward,Low,Good,1,3,1
776,Ultrasound,Philips,5,38,2,194,10,ICU,Medium,Moderate,0,2,0
777,CT Scanner,Mindray,10,67,1,370,21,ICU,Low,Good,0,3,1
778,MRI Scanner,GE Healthcare,7,51,2,215,10,ICU,High,Good,0,4,1
779,Ventilator,Philips,3,23,4,98,1,Operating Room,High,Moderate,0,3,0
780,CT Scanner,Mindray,4,58,4,108,9,Operating Room,Medium,Moderate,0,2,0
781,CT Scanner,Mindray,4,66,12,31,2,Diagnostic Center,Medium,Good,0,2,0
782,MRI Scanner,Mindray,7,50,6,91,8,Ward,Medium,Poor,0,2,0
783,Ultrasound,Mindray,2,61,2,185,6,ICU,Medium,Good,0,2,0
784,CT Scanner,Siemens,9,58,4,98,11,Diagnostic Center,Medium,Poor,0,3,0
785,Ventilator,Mindray,9,62,4,93,12,Diagnostic Center,High,Poor,0,1,1
786,Ventilator,Siemens,6,64,2,204,15,ICU,Medium,Moderate,0,4,1
787,Patient Monitor,Canon Medical,9,75,6,96,10,Lab,Medium,Moderate,0,4,0
788,MRI Scanner,Medtronic,7,59,4,93,9,Diagnostic Center,High,Moderate,0,4,0
789,Ultrasound,Siemens,5,51,6,82,5,Lab,Medium,Moderate,0,4,0
790,MRI Scanner,Canon Medical,5,57,2,216,13,ICU,High,Poor,0,2,1
791,ECG,Philips,6,79,6,52,9,ICU,High,Good,0,2,0
792,Patient Monitor,Philips,6,31,12,44,4,Diagnostic Center,Medium,Poor,0,2,0
793,Ultrasound,Fujifilm,4,92,6,58,8,Diagnostic Center,High,Good,1,2,0
794,Infusion Pump,GE Healthcare,7,59,6,78,9,Ward,High,Good,0,5,0
795,CT Scanner,Medtronic,8,45,4,126,5,Ward,High,Moderate,0,3,1
796,Infusion Pump,GE Healthcare,10,74,4,117,14,Diagnostic Center,Low,Moderate,0,4,1
797,ECG,Mindray,12,54,1,396,27,Operating Room,High,Poor,0,3,1
798,Patient Monitor,Fujifilm,2,69,4,89,9,Lab,High,Good,0,2,0
799,Ultrasound,Fujifilm,4,90,2,215,15,ICU,Medium,Moderate,0,2,1
800,X-Ray,Siemens,6,51,12,52,13,Diagnostic Center,High,Good,1,4,0
801,Ultrasound,Siemens,9,65,4,103,9,Diagnostic Center,Medium,Good,0,3,1
802,Ventilator,GE Healthcare,4,40,4,95,8,Diagnostic Center,Low,Poor,0,3,0
803,Ultrasound,Medtronic,4,45,1,362,14,Ward,Medium,Good,0,3,1
804,X-Ray,Siemens,4,84,6,77,10,Ward,Medium,Good,0,3,0
805,MRI Scanner,Mindray,8,45,6,68,7,ICU,Low,Moderate,0,1,0
806,CT Scanner,Canon Medical,1,69,1,367,14,Operating Room,High,Good,0,2,1
807,Patient Monitor,Canon Medical,3,15,1,369,15,Operating Room,Medium,Moderate,0,3,1
808,ECG,Fujifilm,9,56,2,192,9,Diagnostic Center,Medium,Poor,0,2,1
809,X-Ray,Siemens,5,79,2,175,12,Operating Room,High,Good,0,4,1
810,Ventilator,Fujifilm,5,48,12,20,5,Ward,High,Moderate,0,2,0
811,MRI Scanner,Fujifilm,5,70,12,40,5,Diagnostic Center,High,Moderate,0,3,0
812,Patient Monitor,Philips,5,64,2,197,13,Lab,Medium,Good,0,2,1
813,CT Scanner,GE Healthcare,8,60,4,121,12,Diagnostic Center,Medium,Good,0,3,0
814,Ultrasound,GE Healthcare,2,24,2,209,5,Lab,Medium,Good,0,4,0
815,X-Ray,Siemens,7,87,4,118,7,Ward,Medium,Good,0,4,0
816,ECG,Mindray,7,64,4,114,10,ICU,High,Good,0,2,1
817,Ventilator,Philips,5,61,4,120,11,Ward,High,Moderate,1,2,1
818,Ultrasound,Medtronic,3,62,12,51,9,Lab,Low,Poor,0,2,0
819,Ventilator,Philips,11,85,4,110,11,Diagnostic Center,High,Moderate,2,4,1
820,Infusion Pump,Canon Medical,5,79,4,128,12,Lab,Low,Good,0,4,0
821,Ultrasound,Medtronic,6,37,4,83,4,ICU,High,Moderate,1,2,1
822,Ultrasound,Canon Medical,5,68,4,99,13,Lab,High,Good,0,4,0
823,X-Ray,Philips,11,48,4,95,7,ICU,High,Good,0,2,1
824,ECG,GE Healthcare,7,40,4,116,10,Diagnostic Center,High,Moderate,0,3,1
825,CT Scanner,Mindray,8,48,2,189,7,Diagnostic Center,Medium,Poor,0,1,1
826,Ultrasound,Medtronic,5,48,6,74,8,ICU,High,Moderate,0,4,0
827,Ultrasound,Siemens,8,70,2,199,13,Operating Room,Medium,Moderate,0,4,0
828,CT Scanner,Philips,7,53,6,57,8,Operating Room,Medium,Good,0,4,0
829,Ventilator,Medtronic,6,51,2,203,16,Operating Room,Low,Poor,0,3,1
830,X-Ray,Fujifilm,2,44,4,129,8,ICU,Low,Poor,0,3,0
831,MRI Scanner,Siemens,7,58,6,70,2,ICU,Medium,Moderate,0,5,0
832,Infusion Pump,GE Healthcare,5,60,6,62,0,ICU,Medium,Moderate,0,3,0
833,ECG,GE Healthcare,10,72,1,377,13,Ward,Medium,Moderate,0,3,1
834,Patient Monitor,Canon Medical,6,27,6,50,3,ICU,High,Poor,0,4,0
835,CT Scanner,Mindray,4,63,4,126,6,Diagnostic Center,Medium,Good,0,1,0
836,MRI Scanner,Siemens,7,107,6,67,12,Lab,Low,Good,0,5,0
837,X-Ray,Philips,6,33,4,108,11,ICU,High,Poor,0,4,0
838,Infusion Pump,Fujifilm,3,77,4,124,10,ICU,High,Poor,0,3,0
839,ECG,Philips,2,81,4,102,9,Ward,High,Good,1,3,0
840,Ultrasound,Canon Medical,5,79,12,35,6,Diagnostic Center,Low,Moderate,0,3,0
841,Ultrasound,Fujifilm,6,58,6,92,6,ICU,Medium,Moderate,0,2,0
842,Infusion Pump,Philips,5,48,4,107,13,Ward,Medium,Poor,0,4,0
843,Ventilator,GE Healthcare,6,84,2,182,13,Operating Room,Medium,Poor,0,3,1
844,ECG,GE Healthcare,5,87,1,367,15,ICU,Medium,Moderate,0,4,1
845,MRI Scanner,Canon Medical,4,74,2,216,15,Ward,Medium,Good,1,2,1
846,CT Scanner,Siemens,9,15,4,95,14,ICU,Low,Moderate,0,5,0
847,X-Ray,Mindray,7,14,4,104,2,Ward,Medium,Poor,0,3,0
848,Ventilator,Siemens,3,5,6,95,5,Diagnostic Center,High,Moderate,0,4,0
849,X-Ray,Medtronic,9,87,6,55,15,Ward,High,Good,0,3,0
850,CT Scanner,GE Healthcare,7,33,4,94,11,Ward,High,Moderate,0,5,0
851,Ultrasound,Mindray,5,75,4,116,9,Diagnostic Center,High,Poor,0,2,1
852,MRI Scanner,Mindray,9,64,6,80,8,Ward,Medium,Poor,0,1,1
853,Patient Monitor,Siemens,3,42,12,20,2,Diagnostic Center,Medium,Poor,0,5,0
854,Ventilator,Medtronic,6,61,4,84,9,ICU,High,Moderate,0,4,0
855,Ventilator,GE Healthcare,3,43,2,192,5,Operating Room,Medium,Good,0,4,0
856,Infusion Pump,Mindray,6,80,4,99,4,Diagnostic Center,High,Poor,0,2,0
857,X-Ray,Philips,6,54,4,83,7,Lab,Medium,Good,0,3,0
858,ECG,Siemens,6,46,6,70,8,ICU,Medium,Moderate,0,5,0
859,CT Scanner,Philips,4,53,4,90,6,Diagnostic Center,High,Good,0,4,0
860,CT Scanner,Medtronic,6,49,2,173,7,Ward,Low,Poor,0,4,0
861,ECG,Siemens,13,56,4,104,11,Operating Room,Medium,Good,0,5,1
862,X-Ray,Fujifilm,5,67,0,395,19,Lab,Medium,Good,0,3,1
863,X-Ray,GE Healthcare,9,64,12,69,7,Ward,Medium,Poor,0,4,0
864,CT Scanner,Canon Medical,8,51,4,103,11,Ward,Low,Poor,0,2,1
865,X-Ray,Fujifilm,7,104,4,127,10,Diagnostic Center,Medium,Good,0,3,1
866,X-Ray,Philips,5,38,12,61,9,Ward,High,Good,0,2,0
867,MRI Scanner,GE Healthcare,2,94,12,65,4,Diagnostic Center,Low,Good,0,3,0
868,X-Ray,Philips,6,55,6,61,10,Ward,High,Moderate,0,3,0
869,Infusion Pump,Philips,8,42,6,79,4,Lab,Medium,Poor,0,2,0
870,MRI Scanner,GE Healthcare,7,53,6,84,12,ICU,Low,Moderate,0,4,0
871,Ultrasound,Medtronic,6,68,6,86,14,ICU,Medium,Good,0,3,0
872,Infusion Pump,Mindray,7,48,4,128,12,Ward,High,Poor,0,3,0
873,CT Scanner,Canon Medical,3,50,12,32,2,ICU,High,Poor,0,2,0
874,CT Scanner,GE Healthcare,5,73,12,39,12,Ward,High,Good,0,3,0
875,MRI Scanner,Mindray,2,79,12,31,3,Diagnostic Center,Medium,Good,0,2,0
876,X-Ray,Siemens,6,62,12,35,9,Diagnostic Center,Medium,Good,0,4,0
877,Ventilator,Mindray,7,54,4,120,8,Operating Room,Medium,Good,0,2,1
878,CT Scanner,Canon Medical,7,40,12,44,8,Lab,High,Good,0,4,0
879,Ultrasound,GE Healthcare,9,44,6,76,4,Ward,High,Poor,0,4,0
880,CT Scanner,Siemens,3,56,6,90,9,Operating Room,Medium,Moderate,0,4,0
881,Ultrasound,Mindray,8,85,6,88,17,ICU,Medium,Moderate,0,3,1
882,X-Ray,Philips,6,72,6,96,11,Ward,High,Moderate,0,4,0
883,Ventilator,Philips,8,53,4,100,11,ICU,Medium,Good,0,3,0
884,Ventilator,Medtronic,1,81,4,115,2,Lab,Low,Moderate,0,4,0
885,X-Ray,Canon Medical,5,66,2,196,7,Operating Room,Medium,Poor,0,2,1
886,Infusion Pump,Canon Medical,5,78,6,87,8,ICU,High,Good,0,3,0
887,Patient Monitor,Mindray,7,37,4,87,11,Lab,Low,Moderate,0,3,0
888,Ventilator,Canon Medical,6,67,6,55,7,Ward,Medium,Good,0,4,0
889,X-Ray,Mindray,7,46,6,54,1,Diagnostic Center,Medium,Moderate,0,2,0
890,Infusion Pump,Siemens,5,77,4,113,14,ICU,High,Moderate,0,5,0
891,Ultrasound,GE Healthcare,7,36,2,208,6,Diagnostic Center,High,Good,0,4,1
892,ECG,GE Healthcare,3,88,4,101,9,ICU,Medium,Moderate,1,5,0
893,Ultrasound,Canon Medical,1,67,4,92,7,Ward,Medium,Moderate,0,3,0
894,Ultrasound,Philips,5,78,6,59,7,Diagnostic Center,Medium,Moderate,0,3,0
895,ECG,Mindray,5,60,4,83,7,Diagnostic Center,High,Poor,0,2,0
896,Infusion Pump,Siemens,5,79,0,400,18,ICU,High,Good,0,4,1
897,X-Ray,Philips,3,58,4,103,5,Operating Room,High,Good,0,4,0
898,Ultrasound,Fujifilm,11,57,12,40,7,Ward,Medium,Poor,0,2,0
899,CT Scanner,Fujifilm,6,85,12,50,7,ICU,Low,Good,0,4,0
900,Infusion Pump,Canon Medical,6,82,4,114,15,Lab,Low,Moderate,0,3,1
901,MRI Scanner,GE Healthcare,7,61,4,104,13,Ward,Medium,Moderate,0,5,0
902,CT Scanner,Siemens,7,54,6,98,12,Ward,Medium,Moderate,0,5,0
903,CT Scanner,Philips,1,55,1,364,13,Ward,High,Good,0,3,1
904,ECG,Siemens,1,69,12,63,10,Lab,Medium,Poor,2,5,0
905,ECG,Philips,7,57,4,119,7,Ward,High,Moderate,0,4,0
906,MRI Scanner,Fujifilm,5,67,2,220,6,Ward,Medium,Good,0,4,0
907,ECG,GE Healthcare,9,51,6,90,12,Ward,High,Moderate,0,5,0
908,Ultrasound,Fujifilm,5,73,6,73,8,Operating Room,High,Poor,0,4,0
909,ECG,GE Healthcare,6,75,4,128,15,ICU,Low,Moderate,0,3,1
910,Patient Monitor,Mindray,6,54,4,81,11,Ward,Medium,Good,0,3,0
911,Infusion Pump,Canon Medical,4,76,12,21,8,Ward,Medium,Good,0,4,0
912,Patient Monitor,Mindray,6,46,6,50,5,Ward,Medium,Moderate,0,3,0
913,Ventilator,Siemens,5,58,12,62,9,Ward,Low,Moderate,0,3,0
914,Ventilator,Siemens,8,52,6,72,8,ICU,Medium,Poor,0,4,0
915,CT Scanner,Siemens,4,84,6,98,8,ICU,Medium,Good,0,4,0
916,ECG,Canon Medical,5,69,4,103,14,Operating Room,Low,Good,0,4,0
917,Ultrasound,Philips,6,82,4,96,12,Ward,Low,Good,0,3,1
918,Infusion Pump,Mindray,2,79,6,75,5,Ward,Low,Good,0,2,0
919,Infusion Pump,Fujifilm,5,78,4,84,8,Ward,High,Good,0,2,0
920,ECG,Fujifilm,11,61,4,89,10,ICU,Low,Good,0,2,1
921,Ultrasound,Medtronic,6,43,12,69,7,Operating Room,Medium,Poor,0,4,0
922,Infusion Pump,Mindray,4,78,4,82,7,Diagnostic Center,Low,Poor,0,2,0
923,X-Ray,Fujifilm,7,32,4,107,7,Operating Room,High,Moderate,0,3,0
924,Infusion Pump,Mindray,7,63,12,60,8,Ward,High,Poor,0,3,0
925,Patient Monitor,Philips,9,56,12,36,11,Ward,Low,Poor,0,3,0
926,CT Scanner,Philips,6,54,6,73,8,Diagnostic Center,Low,Good,0,2,0
927,ECG,Fujifilm,9,30,4,108,6,Diagnostic Center,High,Good,0,2,1
928,CT Scanner,Medtronic,3,80,12,22,5,Operating Room,High,Moderate,0,3,0
929,X-Ray,Canon Medical,10,26,2,211,13,Operating Room,Medium,Poor,0,3,1
930,X-Ray,Siemens,5,89,12,42,8,ICU,High,Moderate,0,4,0
931,Ultrasound,Fujifilm,7,55,4,107,5,Lab,High,Poor,0,3,0
932,X-Ray,Canon Medical,9,72,6,80,17,ICU,Medium,Good,0,3,1
933,X-Ray,Medtronic,5,47,6,64,3,Lab,Low,Good,0,2,0
934,X-Ray,GE Healthcare,6,59,4,116,11,Operating Room,High,Moderate,0,3,1
935,Infusion Pump,Philips,4,44,4,84,4,Ward,Medium,Poor,0,2,0
936,CT Scanner,GE Healthcare,3,65,12,44,3,Ward,High,Moderate,0,3,0
937,Ultrasound,Philips,10,60,6,53,9,Ward,Low,Moderate,0,4,0
938,ECG,Philips,8,88,12,38,8,ICU,High,Poor,0,2,1
939,X-Ray,Canon Medical,6,68,12,38,10,Diagnostic Center,Low,Moderate,0,2,0
940,Ventilator,Medtronic,6,42,4,82,6,ICU,Medium,Poor,0,3,0
941,Infusion Pump,GE Healthcare,5,56,4,127,8,Operating Room,Medium,Poor,0,4,0
942,CT Scanner,Mindray,9,49,6,52,5,Ward,High,Good,0,2,0
943,ECG,Mindray,9,44,12,35,8,Lab,Medium,Good,1,1,0
944,Ultrasound,Medtronic,8,54,4,85,12,ICU,High,Poor,0,2,1
945,X-Ray,Fujifilm,11,58,2,199,9,ICU,Low,Moderate,0,2,1
946,Ultrasound,GE Healthcare,9,69,2,176,16,Lab,High,Moderate,1,4,1
947,Patient Monitor,Fujifilm,3,100,2,198,12,ICU,Medium,Moderate,0,3,0
948,Ultrasound,Medtronic,2,84,2,202,13,Lab,High,Moderate,0,4,1
949,MRI Scanner,GE Healthcare,4,69,12,66,14,Lab,High,Moderate,0,5,0
950,X-Ray,GE Healthcare,10,71,6,53,9,Ward,Medium,Moderate,0,5,0
951,CT Scanner,Fujifilm,3,66,2,191,11,Diagnostic Center,Medium,Good,1,2,1
952,X-Ray,GE Healthcare,6,59,1,393,18,ICU,High,Good,0,3,1
953,MRI Scanner,Fujifilm,5,84,6,60,10,ICU,High,Moderate,0,2,0
954,ECG,GE Healthcare,4,40,4,85,7,ICU,High,Moderate,0,4,0
955,Patient Monitor,Fujifilm,11,71,2,193,15,Lab,Low,Good,0,3,1
956,X-Ray,Siemens,3,103,4,90,6,Diagnostic Center,Medium,Good,0,5,0
957,CT Scanner,Medtronic,8,55,4,90,9,Ward,Low,Moderate,1,3,1
958,X-Ray,Mindray,3,44,6,93,8,Ward,High,Moderate,0,2,0
959,X-Ray,Mindray,1,53,1,384,16,Ward,Medium,Good,0,1,1
960,CT Scanner,Siemens,10,69,6,88,6,Ward,High,Good,0,4,0
961,X-Ray,GE Healthcare,5,40,4,90,5,Ward,High,Moderate,0,5,0
962,X-Ray,Fujifilm,3,26,4,97,9,Diagnostic Center,High,Poor,0,3,0
963,Infusion Pump,Philips,7,46,2,220,7,ICU,Low,Good,0,2,1
964,MRI Scanner,Medtronic,6,15,4,126,9,Operating Room,Medium,Moderate,0,2,1
965,Ultrasound,Mindray,8,27,4,115,9,Diagnostic Center,Medium,Moderate,0,3,1
966,Ultrasound,Mindray,8,76,4,130,14,ICU,Medium,Good,0,1,1
967,X-Ray,Philips,7,45,6,94,8,ICU,Medium,Good,0,3,0
968,CT Scanner,Canon Medical,11,73,6,85,8,Lab,Medium,Poor,0,2,1
969,Ultrasound,GE Healthcare,6,57,0,383,19,ICU,Medium,Moderate,0,4,1
970,MRI Scanner,Siemens,3,55,12,47,3,Operating Room,High,Moderate,0,4,0
971,ECG,Fujifilm,5,59,6,84,1,Ward,Medium,Poor,0,2,0
972,CT Scanner,Mindray,5,32,12,38,8,Ward,Medium,Moderate,0,3,0
973,MRI Scanner,Mindray,9,57,4,102,10,Operating Room,Low,Poor,0,2,1
974,CT Scanner,Philips,9,46,4,91,14,Ward,Medium,Good,0,3,1
975,Ultrasound,Canon Medical,9,74,6,52,13,Diagnostic Center,Low,Good,0,3,0
976,CT Scanner,Medtronic,8,57,6,86,14,Lab,High,Moderate,0,4,0
977,Ventilator,Fujifilm,3,42,0,391,18,ICU,Medium,Moderate,0,2,1
978,CT Scanner,Siemens,6,89,4,130,6,Operating Room,Medium,Moderate,0,3,0
979,Ultrasound,Philips,2,57,4,93,4,Diagnostic Center,Medium,Good,0,2,0
980,MRI Scanner,Philips,9,40,6,50,10,ICU,Medium,Good,0,2,0
981,Infusion Pump,Canon Medical,12,33,4,99,6,Operating Room,High,Good,0,2,1
982,Infusion Pump,GE Healthcare,6,88,1,375,22,Diagnostic Center,Low,Poor,0,4,1
983,X-Ray,Mindray,5,69,6,88,13,Lab,High,Poor,0,1,1
984,Ventilator,Siemens,4,39,4,119,5,Operating Room,Low,Poor,0,5,0
985,Ventilator,Fujifilm,5,64,4,113,7,ICU,High,Good,0,3,0
986,Infusion Pump,Philips,8,43,6,69,9,Ward,Low,Poor,0,3,0
987,Ventilator,Medtronic,4,50,12,44,3,ICU,Low,Moderate,0,2,0
988,X-Ray,GE Healthcare,5,52,2,216,12,Ward,High,Poor,0,3,1
989,X-Ray,Canon Medical,12,71,1,372,13,ICU,Low,Moderate,0,2,1
990,Ultrasound,GE Healthcare,7,57,4,88,9,Diagnostic Center,High,Good,0,5,0
991,Patient Monitor,Mindray,5,80,6,53,8,Ward,High,Poor,0,1,0
992,CT Scanner,Medtronic,8,32,1,371,13,Diagnostic Center,Medium,Poor,0,2,1
993,Ventilator,Fujifilm,5,48,6,57,4,ICU,Medium,Good,0,4,0
994,Patient Monitor,GE Healthcare,4,79,2,182,15,Operating Room,Medium,Moderate,0,5,0
995,Patient Monitor,Fujifilm,9,46,4,114,14,Ward,High,Moderate,0,4,1
996,X-Ray,Fujifilm,4,69,0,382,18,ICU,Low,Good,0,3,1
997,Ventilator,Medtronic,7,42,4,87,12,Operating Room,High,Good,0,4,0
998,Ventilator,Philips,6,45,6,85,1,Ward,High,Poor,0,4,0
999,X-Ray,GE Healthcare,3,64,6,83,7,ICU,High,Moderate,0,4,0
1000,Ultrasound,Mindray,9,49,2,201,10,ICU,Low,Moderate,0,1,1
1001,Infusion Pump,Siemens,5,72,2,196,8,ICU,Medium,Good,0,3,1
1002,Ultrasound,Canon Medical,3,88,12,67,7,ICU,Medium,Good,0,4,0
1003,Patient Monitor,Siemens,6,42,2,221,14,Diagnostic Center,Medium,Poor,0,3,1
1004,MRI Scanner,GE Healthcare,4,38,4,106,6,Diagnostic Center,High,Moderate,0,4,0
1005,CT Scanner,Fujifilm,6,86,6,92,18,ICU,Medium,Moderate,0,3,0
1006,Ventilator,Siemens,8,72,2,172,10,Ward,Low,Moderate,0,4,1
1007,Infusion Pump,GE Healthcare,4,62,6,96,7,Ward,High,Moderate,0,5,0
1008,Ultrasound,GE Healthcare,7,45,1,386,18,Ward,Medium,Good,0,5,1
1009,Ultrasound,Fujifilm,2,79,4,106,3,Diagnostic Center,High,Moderate,1,4,0
1010,Infusion Pump,Mindray,6,43,4,128,6,Ward,Low,Good,0,1,0
1011,CT Scanner,Fujifilm,7,40,1,369,16,ICU,High,Moderate,0,4,1
1012,MRI Scanner,Mindray,11,60,6,74,14,ICU,Low,Poor,0,1,1
1013,MRI Scanner,Fujifilm,5,76,4,89,9,ICU,High,Good,0,2,0
1014,Ultrasound,Philips,5,66,12,45,8,ICU,High,Poor,0,3,0
1015,X-Ray,Mindray,11,48,6,86,15,Operating Room,High,Poor,0,1,1
1016,Patient Monitor,Fujifilm,4,41,12,24,7,ICU,High,Poor,0,2,0
1017,MRI Scanner,Fujifilm,5,63,2,175,9,Diagnostic Center,Medium,Poor,0,3,1
1018,Patient Monitor,Medtronic,7,46,6,58,10,ICU,High,Moderate,0,3,0
1019,ECG,Siemens,8,55,4,130,11,Ward,High,Good,0,4,0
1020,Infusion Pump,Philips,9,60,6,83,9,Ward,Low,Good,0,3,0
1021,Infusion Pump,Fujifilm,4,64,2,201,10,ICU,High,Poor,0,4,1
1022,Infusion Pump,Medtronic,2,69,4,92,10,Operating Room,High,Moderate,0,3,0
1023,ECG,GE Healthcare,4,66,4,93,8,Ward,Medium,Good,0,4,0
1024,X-Ray,Canon Medical,3,76,4,105,3,Diagnostic Center,High,Moderate,0,3,0
1025,Ultrasound,Siemens,8,55,6,90,9,Diagnostic Center,Medium,Moderate,0,3,0
1026,ECG,Siemens,5,60,2,184,11,ICU,Medium,Poor,0,5,1
1027,Infusion Pump,Canon Medical,6,22,2,173,14,ICU,High,Poor,0,2,1
1028,CT Scanner,Siemens,6,67,6,85,11,ICU,High,Moderate,0,5,0
1029,Infusion Pump,Medtronic,7,77,4,115,7,Diagnostic Center,High,Poor,0,4,1
1030,CT Scanner,Siemens,5,64,6,99,11,ICU,High,Moderate,0,4,0
1031,MRI Scanner,GE Healthcare,3,24,12,43,6,ICU,Medium,Moderate,1,5,0
1032,Ultrasound,GE Healthcare,6,69,4,119,8,Operating Room,High,Moderate,0,5,0
1033,Infusion Pump,Philips,7,59,2,201,10,ICU,Low,Moderate,0,2,1
1034,X-Ray,Mindray,12,59,4,84,10,Operating Room,Medium,Poor,0,1,1
1035,CT Scanner,Fujifilm,7,77,4,120,6,Ward,High,Moderate,0,3,1
1036,Ultrasound,Mindray,6,13,2,187,19,ICU,Medium,Poor,1,3,1
1037,Infusion Pump,Canon Medical,1,85,1,402,19,Lab,High,Poor,0,2,1
